"shock","response","horizon","irf_val","lower","upper"
"US_10Y","FCI_ENDO_AVG",1,-0.0200183507591891,-0.0366000359963683,0.00104190875184
"US_10Y","FCI_ENDO_AVG",2,-0.0238100179192696,-0.042887862277047,-0.000217793195940322
"US_10Y","FCI_ENDO_AVG",3,-0.0236213127428502,-0.046327099062689,0.00274008714664301
"US_10Y","FCI_ENDO_AVG",4,-0.0230096920040017,-0.0467453638487993,0.00610556847497784
"US_10Y","FCI_ENDO_AVG",5,-0.0220834628366725,-0.0464719168664281,0.00997918141267381
"US_10Y","FCI_ENDO_AVG",6,-0.0208801373688739,-0.0461495106005539,0.0140635195862881
"US_10Y","FCI_ENDO_AVG",7,-0.0194686049233486,-0.0453689094548687,0.0185058560477655
"US_10Y","FCI_ENDO_AVG",8,-0.0179503364653289,-0.0451703550737272,0.02255974829869
"US_10Y","FCI_ENDO_AVG",9,-0.0164162701558869,-0.0454749715537136,0.0267831246361237
"US_10Y","FCI_ENDO_AVG",10,-0.0149433785951844,-0.0453225907226491,0.0308659676932482
